,StudentId,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
521,862086,male,group D,associate's degree,standard,none,married,sometimes,no,5.0,private,5 - 10,70,65,57
522,638173,female,group C,some college,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,53,60,70
523,417159,female,group B,some college,free/reduced,none,married,sometimes,yes,,,5 - 10,37,35,39
524,205709,female,group E,high school,free/reduced,none,single,never,yes,0.0,,5 - 10,65,80,75
525,725439,male,group B,,standard,none,married,regularly,yes,1.0,,5 - 10,75,81,77
526,269509,male,group B,bachelor's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,75,68,67
527,955162,female,group B,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,70,79,79
528,679655,female,group C,high school,standard,none,divorced,sometimes,no,,private,< 5,62,65,69
529,392908,male,group E,,free/reduced,none,single,sometimes,yes,2.0,,5 - 10,53,54,51
530,492828,female,group D,bachelor's degree,standard,none,married,never,yes,2.0,private,5 - 10,40,49,51
531,582227,female,group D,high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,64,85,75
532,884919,female,group E,bachelor's degree,standard,completed,married,regularly,yes,7.0,,> 10,99,100,100
533,657034,male,group A,some college,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,67,68,61
534,883057,female,group D,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,79,91,97
535,383270,female,group E,,standard,none,single,regularly,yes,2.0,private,5 - 10,81,71,71
536,628683,male,group D,some high school,standard,none,divorced,regularly,yes,2.0,private,< 5,67,69,66
537,325802,female,group C,some college,standard,none,married,regularly,no,1.0,school_bus,> 10,65,74,74
538,464340,male,group A,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,100,90,91
539,606750,male,group D,bachelor's degree,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,99,96,92
540,657085,female,group C,associate's degree,standard,none,single,never,yes,3.0,school_bus,5 - 10,72,82,77
541,330415,female,,,standard,none,single,sometimes,yes,5.0,school_bus,5 - 10,61,63,57
542,504293,female,group C,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,67,73,70
543,866988,female,group D,some college,free/reduced,,married,regularly,yes,1.0,private,< 5,39,53,59
544,253631,female,group C,,free/reduced,none,single,never,yes,4.0,,> 10,70,66,70
545,741374,female,group C,high school,free/reduced,completed,single,never,yes,2.0,school_bus,5 - 10,79,81,81
546,617417,female,group B,some high school,standard,none,married,regularly,no,5.0,private,5 - 10,38,62,57
547,548753,male,group C,high school,standard,completed,widowed,sometimes,no,1.0,school_bus,5 - 10,68,61,55
548,424080,female,group C,master's degree,free/reduced,completed,married,regularly,no,3.0,school_bus,< 5,63,71,72
549,269469,male,,high school,standard,none,,regularly,yes,1.0,private,5 - 10,88,87,87
550,807579,male,group E,some college,free/reduced,none,divorced,sometimes,yes,1.0,,> 10,88,79,76
552,157310,female,group D,high school,standard,completed,single,regularly,yes,1.0,school_bus,> 10,96,97,100
553,624862,male,group B,associate's degree,free/reduced,none,married,never,no,7.0,,,49,53,46
554,599900,male,group E,high school,free/reduced,none,,sometimes,no,1.0,private,> 10,51,48,46
555,191036,female,group E,some high school,free/reduced,none,single,regularly,no,2.0,school_bus,5 - 10,52,64,62
556,127175,female,group E,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,67,66,59
557,449430,male,group D,associate's degree,standard,completed,married,sometimes,no,5.0,private,5 - 10,99,100,90
558,211781,male,group C,some college,standard,completed,divorced,sometimes,yes,3.0,private,< 5,83,81,77
559,177906,male,group D,high school,free/reduced,,married,sometimes,yes,0.0,private,5 - 10,72,68,63
560,918204,female,group D,some college,standard,none,married,sometimes,no,4.0,school_bus,< 5,64,66,72
561,427502,male,group D,high school,free/reduced,none,married,regularly,no,4.0,,< 5,70,57,57
562,673259,male,group D,some high school,free/reduced,completed,single,sometimes,yes,2.0,school_bus,5 - 10,58,59,54
563,426246,male,group B,some high school,standard,completed,divorced,sometimes,no,2.0,private,5 - 10,58,59,54
564,969715,female,group E,bachelor's degree,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,100,91,95
565,827062,male,group D,associate's degree,standard,none,,never,yes,4.0,school_bus,< 5,47,35,35
566,161923,female,group C,some college,standard,,single,sometimes,no,3.0,school_bus,5 - 10,50,58,58
567,359483,male,group C,high school,standard,completed,single,regularly,yes,3.0,school_bus,< 5,72,75,74
568,606153,male,group B,some college,standard,none,married,sometimes,yes,1.0,,> 10,76,62,69
569,607138,female,group B,associate's degree,standard,completed,married,never,yes,0.0,private,< 5,82,97,87
570,187179,female,group E,high school,free/reduced,none,married,regularly,,3.0,private,> 10,50,56,51
571,368299,female,group B,some high school,standard,completed,single,sometimes,yes,3.0,private,5 - 10,53,67,67
572,267814,male,group B,associate's degree,standard,completed,divorced,sometimes,yes,4.0,school_bus,5 - 10,63,60,55
573,825133,female,group D,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,74,91,84
574,266690,female,group C,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,64,73,71
575,578598,male,group D,some college,standard,completed,divorced,never,no,2.0,private,< 5,79,83,84
576,527962,female,group C,high school,standard,completed,single,regularly,no,2.0,school_bus,5 - 10,72,86,87
577,770695,male,group C,some high school,free/reduced,none,married,sometimes,,,private,5 - 10,49,58,54
578,270594,female,group C,some high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,64,71,69
579,616418,male,group D,associate's degree,standard,none,married,sometimes,yes,0.0,private,> 10,84,78,77
580,964546,male,group C,some high school,free/reduced,none,divorced,regularly,no,,private,5 - 10,75,69,66
581,820039,female,group C,bachelor's degree,standard,completed,single,sometimes,no,3.0,school_bus,< 5,78,97,98
582,130308,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,4.0,,5 - 10,68,82,73
583,445615,female,group C,high school,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,52,71,65
584,767453,male,group E,high school,standard,none,divorced,regularly,yes,4.0,school_bus,< 5,90,92,87
585,247629,male,group D,bachelor's degree,free/reduced,none,single,regularly,no,2.0,,5 - 10,55,56,61
586,102385,male,group C,associate's degree,standard,,married,regularly,yes,1.0,school_bus,< 5,60,55,53
587,699078,female,group E,associate's degree,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,92,92,88
588,889979,female,group C,some college,free/reduced,completed,,sometimes,yes,,school_bus,5 - 10,50,61,63
589,866314,female,group B,associate's degree,free/reduced,none,divorced,regularly,yes,0.0,private,> 10,46,58,58
590,351367,male,group E,associate's degree,standard,completed,married,regularly,yes,4.0,school_bus,5 - 10,75,58,65
591,512001,male,group B,bachelor's degree,standard,completed,married,regularly,no,2.0,private,5 - 10,86,84,80
592,636282,male,group C,bachelor's degree,standard,none,married,never,yes,0.0,school_bus,5 - 10,68,66,63
593,764694,female,group E,associate's degree,standard,none,single,regularly,no,7.0,private,< 5,93,90,91
594,935662,male,group C,master's degree,free/reduced,none,single,,no,2.0,school_bus,5 - 10,88,90,78
595,873588,male,group C,high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,96,85,86
597,267757,male,group D,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,55,47,46
598,385796,male,group A,high school,standard,none,married,sometimes,yes,5.0,private,< 5,82,87,79
599,829178,female,group D,high school,standard,completed,married,never,yes,2.0,private,5 - 10,55,70,71
600,812366,male,group C,bachelor's degree,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,84,68,72
602,147297,male,group C,some high school,free/reduced,none,single,regularly,yes,0.0,private,< 5,38,36,35
603,959915,female,group D,bachelor's degree,free/reduced,completed,divorced,never,yes,2.0,school_bus,< 5,58,75,80
604,814691,female,,high school,standard,none,married,never,yes,0.0,school_bus,< 5,60,76,71
605,742870,male,group C,some high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,95,89,84
606,842562,female,group B,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,,< 5,57,62,64
607,199914,male,group D,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,64,69,60
608,830268,male,group E,some college,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,72,55,63
609,599441,male,group E,some college,standard,completed,divorced,sometimes,no,2.0,private,,79,70,67
611,757437,male,group A,some college,standard,completed,married,regularly,yes,5.0,school_bus,> 10,78,74,70
612,131632,male,group C,some high school,free/reduced,none,single,regularly,yes,2.0,school_bus,> 10,70,75,58
613,189161,male,group E,some high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,77,63,60
614,776232,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,64,69,69
615,507861,female,group B,some college,free/reduced,none,divorced,regularly,yes,2.0,school_bus,> 10,58,63,61
616,409708,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,5 - 10,92,92,90
617,253957,male,group C,some college,standard,none,single,sometimes,no,4.0,private,5 - 10,62,51,52
618,104800,male,group E,master's degree,free/reduced,none,divorced,regularly,yes,0.0,school_bus,< 5,82,85,76
619,908272,female,group B,bachelor's degree,standard,none,married,sometimes,yes,3.0,,5 - 10,70,85,84
620,479655,male,group C,associate's degree,free/reduced,completed,divorced,regularly,yes,,school_bus,5 - 10,66,65,61
621,762541,female,group E,associate's degree,standard,completed,married,regularly,no,1.0,private,5 - 10,94,97,100
622,372168,female,group C,some high school,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,39,62,51
623,391165,male,group B,some high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,21,22,18
624,654331,male,group D,associate's degree,standard,none,married,never,yes,4.0,private,5 - 10,83,78,76
625,420038,male,group A,some high school,free/reduced,completed,single,regularly,no,4.0,private,5 - 10,62,59,61
626,788468,female,group D,some college,standard,none,single,regularly,yes,1.0,,5 - 10,42,45,41
627,934650,male,group E,some high school,standard,none,married,regularly,no,1.0,private,< 5,91,76,70
629,401164,female,group C,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,67,68,72
630,942715,male,group C,high school,standard,none,married,never,yes,3.0,private,5 - 10,82,82,80
631,952840,male,group C,some college,standard,completed,married,sometimes,no,3.0,private,> 10,74,63,72
633,120647,female,group C,high school,free/reduced,none,married,never,no,4.0,private,> 10,58,62,64
635,692108,male,group C,some high school,standard,completed,married,regularly,yes,2.0,private,< 5,53,47,43
636,753072,female,group D,associate's degree,free/reduced,none,married,regularly,yes,5.0,private,5 - 10,83,93,86
638,646000,female,group C,associate's degree,standard,completed,married,regularly,no,,school_bus,5 - 10,77,85,83
639,394471,female,group E,some college,free/reduced,none,,regularly,yes,3.0,,< 5,45,44,53
640,250125,female,group B,some college,free/reduced,completed,,sometimes,yes,0.0,private,< 5,64,85,82
641,496725,female,group A,,free/reduced,none,married,sometimes,yes,3.0,private,> 10,44,63,62
642,326198,female,group D,associate's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,65,73,80
643,732642,female,group A,associate's degree,free/reduced,none,married,never,no,1.0,private,5 - 10,58,62,67
644,540593,female,group E,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,55,71,64
645,723489,male,group D,,standard,none,,never,yes,2.0,,< 5,68,65,66
646,445674,female,group B,associate's degree,free/reduced,none,divorced,sometimes,no,5.0,private,5 - 10,54,66,62
647,731096,female,group D,associate's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10,53,59,61
648,523802,female,group D,master's degree,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,62,79,80
649,523893,male,group E,high school,standard,none,married,regularly,no,,private,< 5,72,61,60
650,920129,female,group B,,standard,completed,divorced,regularly,yes,1.0,school_bus,< 5,59,61,68
651,623554,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3.0,,5 - 10,84,80,83
652,170470,female,group E,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,94,98,92
653,432145,male,group C,some college,standard,none,married,regularly,yes,3.0,school_bus,> 10,90,69,71
654,783366,female,group B,some college,standard,completed,single,regularly,no,4.0,school_bus,5 - 10,96,98,99
655,208200,female,group B,some college,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,60,69,68
656,296200,female,group D,high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,5 - 10,48,55,58
657,770084,female,group A,high school,standard,completed,divorced,sometimes,no,3.0,school_bus,5 - 10,68,82,80
658,382516,female,group C,,standard,completed,,sometimes,yes,0.0,school_bus,5 - 10,67,76,81
659,432813,male,group C,some college,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,63,62,62
660,113992,male,,bachelor's degree,free/reduced,,divorced,sometimes,yes,2.0,private,> 10,52,57,53
661,462043,male,group E,some high school,standard,none,married,never,no,1.0,private,> 10,84,68,67
662,431795,male,group E,some college,free/reduced,completed,divorced,regularly,yes,4.0,school_bus,5 - 10,93,84,93
663,700663,male,group B,associate's degree,standard,completed,married,regularly,yes,1.0,private,> 10,76,75,74
664,145281,female,group E,some college,standard,none,married,regularly,yes,,private,5 - 10,84,80,83
665,595179,female,group C,associate's degree,standard,none,married,regularly,yes,3.0,private,> 10,78,87,88
666,990743,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,74,68,66
668,926943,male,group D,high school,standard,none,married,regularly,no,4.0,school_bus,5 - 10,86,88,91
669,270434,male,group D,high school,standard,none,married,sometimes,no,2.0,,5 - 10,55,54,54
670,296417,male,group C,some high school,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10,60,54,48
671,631657,male,group C,,standard,none,married,regularly,yes,0.0,private,5 - 10,55,56,55
672,946019,female,group C,master's degree,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,68,89,84
673,137302,female,group A,some high school,standard,none,married,sometimes,no,4.0,private,< 5,45,62,53
674,870067,female,group D,some high school,standard,none,single,sometimes,yes,3.0,private,< 5,69,83,83
675,332491,female,group A,some college,standard,none,,sometimes,yes,1.0,private,5 - 10,83,79,85
676,468261,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,74,74,71
677,829390,male,,bachelor's degree,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,63,59,55
678,948124,female,group C,high school,standard,completed,single,regularly,yes,2.0,private,5 - 10,71,82,86
679,711530,female,group D,associate's degree,standard,none,single,never,yes,1.0,private,5 - 10,85,89,90
680,648077,male,group C,high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,47,49,47
681,317970,male,group A,some college,standard,completed,married,never,yes,3.0,private,5 - 10,88,79,75
682,264811,male,group D,some high school,free/reduced,completed,married,sometimes,,0.0,,5 - 10,61,51,56
683,251678,male,group E,associate's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,76,74,66
684,833215,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,3.0,,5 - 10,72,80,78
685,389353,female,group B,some high school,standard,none,divorced,regularly,yes,1.0,,< 5,52,58,57
686,140130,female,group D,associate's degree,standard,none,married,sometimes,no,3.0,,5 - 10,89,95,89
687,299112,female,group D,some college,standard,none,single,regularly,yes,3.0,private,5 - 10,82,81,85
688,909040,female,group C,high school,standard,none,married,regularly,yes,,private,5 - 10,64,71,71
690,297145,female,,associate's degree,standard,none,married,regularly,no,3.0,school_bus,> 10,78,80,79
691,521470,male,group E,,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10,64,59,59
692,923756,male,group C,high school,standard,none,married,never,no,3.0,private,5 - 10,64,63,57
694,835826,female,group A,some college,standard,completed,married,regularly,yes,4.0,school_bus,5 - 10,79,93,96
695,205831,male,group D,,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,66,53,60
697,641999,male,group D,high school,free/reduced,completed,married,regularly,yes,1.0,,,61,69,64
698,261453,female,group B,high school,standard,none,married,sometimes,yes,2.0,school_bus,,70,86,82
699,701073,female,group C,some college,standard,none,divorced,regularly,yes,7.0,private,5 - 10,63,59,65
700,321944,male,group C,high school,standard,none,divorced,regularly,yes,2.0,school_bus,< 5,64,58,57
702,816891,female,group D,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,,74,88,81
703,732833,female,,some college,standard,none,single,never,yes,3.0,school_bus,< 5,61,77,71
704,146242,male,group B,bachelor's degree,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,88,82,80
705,107812,female,group E,high school,standard,completed,divorced,regularly,yes,,private,5 - 10,94,100,100
706,244846,female,group D,some college,free/reduced,none,married,regularly,no,6.0,school_bus,> 10,44,60,60
707,652911,male,group A,some high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,64,62,60
708,727120,male,group D,some college,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,64,68,59
709,475652,female,group C,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,55,65,65
710,588395,female,group C,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,74,77,80
711,267516,male,group C,some college,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,79,82,84
712,258283,female,group D,master's degree,standard,none,single,sometimes,yes,1.0,school_bus,> 10,72,89,90
713,957230,male,group D,high school,free/reduced,none,married,never,yes,3.0,private,5 - 10,46,52,50
714,833229,male,,some high school,standard,completed,divorced,sometimes,yes,5.0,school_bus,5 - 10,65,68,70
715,435059,female,group B,some high school,free/reduced,completed,married,regularly,yes,4.0,,5 - 10,51,62,64
716,464622,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,1.0,private,> 10,60,58,52
717,961333,male,group E,,free/reduced,none,married,never,yes,7.0,private,> 10,71,69,65
718,774752,female,group C,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,91,93,94
719,365192,female,group A,associate's degree,free/reduced,none,married,never,yes,5.0,school_bus,> 10,23,36,37
720,692404,male,group C,,standard,none,single,regularly,yes,0.0,private,< 5,55,60,49
721,540496,female,group B,some college,free/reduced,completed,married,regularly,yes,,private,5 - 10,64,70,82
722,424857,male,group A,bachelor's degree,standard,none,married,sometimes,yes,3.0,,5 - 10,71,57,56
723,731196,female,group D,master's degree,standard,completed,single,sometimes,no,2.0,school_bus,> 10,72,82,86
724,186633,female,group A,some high school,free/reduced,none,single,sometimes,no,4.0,school_bus,< 5,46,54,51
725,701763,male,group D,associate's degree,standard,none,single,regularly,yes,2.0,,> 10,88,80,81
726,794417,female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,70,72,74
727,115204,male,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,49,46,39
728,124371,male,group B,some high school,free/reduced,none,married,regularly,yes,5.0,school_bus,5 - 10,50,55,52
729,753824,female,group A,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,90,98,99
730,313149,male,group C,high school,standard,none,married,regularly,yes,2.0,,5 - 10,56,51,44
731,217350,female,group B,master's degree,free/reduced,completed,single,never,no,3.0,private,> 10,49,62,68
732,804672,male,group C,associate's degree,free/reduced,,single,sometimes,no,2.0,private,5 - 10,74,74,65
733,528522,male,group C,high school,standard,none,married,regularly,no,4.0,private,5 - 10,59,63,58
734,508121,male,group C,,standard,none,married,sometimes,no,1.0,private,5 - 10,69,69,61
735,397428,male,group B,bachelor's degree,standard,completed,single,,yes,3.0,school_bus,5 - 10,78,89,85
736,454775,male,,associate's degree,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,84,76,73
737,713821,male,,some college,free/reduced,,married,never,yes,0.0,private,< 5,53,56,53
738,547923,female,,some college,standard,none,married,,yes,3.0,school_bus,5 - 10,83,94,92
739,170753,female,group B,bachelor's degree,standard,completed,married,never,no,1.0,private,5 - 10,84,91,93
740,885197,female,group E,some college,standard,none,single,never,yes,3.0,school_bus,,81,79,81
742,789947,female,group D,some high school,free/reduced,completed,married,never,yes,5.0,school_bus,5 - 10,51,68,73
743,819621,female,group E,high school,free/reduced,none,single,never,no,5.0,school_bus,< 5,63,67,63
744,805670,female,,some high school,standard,none,single,regularly,no,4.0,private,> 10,56,54,55
745,827049,male,group D,some high school,standard,none,single,sometimes,yes,,private,5 - 10,79,86,79
746,584069,female,group C,some high school,free/reduced,,divorced,regularly,no,1.0,private,< 5,31,37,30
748,374786,female,group C,high school,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,80,90,83
749,614061,female,group D,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,< 5,83,85,87
750,673895,male,group C,some high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,57,54,52
752,402951,male,group E,high school,standard,completed,single,sometimes,yes,2.0,private,5 - 10,88,84,89
753,100104,female,,some college,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,44,46,57
755,552472,male,group C,bachelor's degree,standard,none,single,regularly,yes,2.0,private,5 - 10,48,52,51
756,422448,male,group D,associate's degree,standard,completed,married,sometimes,yes,2.0,private,< 5,85,83,83
759,252522,female,group E,associate's degree,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,74,67
760,248824,male,group D,high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,68,52,56
761,227659,male,group C,master's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,61,62,68
762,510272,male,group D,some college,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10,64,64,66
764,580614,male,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,79,75,72
765,386544,male,group C,some college,free/reduced,none,married,regularly,yes,2.0,,5 - 10,65,58,57
766,855649,male,group D,some college,standard,none,married,regularly,yes,2.0,private,< 5,99,96,89
767,458564,female,group D,high school,standard,none,married,regularly,yes,1.0,private,< 5,56,47,47
768,950673,male,group D,some college,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,97,87,92
769,621086,male,group D,,standard,none,single,regularly,no,2.0,,5 - 10,64,61,65
770,301884,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,87,94,100
771,688370,male,group B,some high school,free/reduced,none,divorced,regularly,yes,0.0,school_bus,5 - 10,53,48,48
772,616403,male,group A,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,55,45,49
773,115362,male,group C,,standard,none,widowed,sometimes,yes,0.0,,> 10,78,69,61
774,106450,female,group D,some high school,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,67,84,82
775,693596,female,group B,,standard,completed,single,regularly,yes,0.0,school_bus,5 - 10,66,72,76
776,229530,female,group D,some high school,free/reduced,none,single,regularly,yes,3.0,,< 5,67,78,76
777,709362,male,group D,associate's degree,standard,none,married,never,yes,2.0,school_bus,5 - 10,66,65,66
778,361564,female,group B,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,43,50,50
779,557037,female,group C,some college,standard,completed,married,,no,4.0,school_bus,< 5,67,79,79
781,967331,male,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,3.0,school_bus,> 10,80,74,79
782,333300,male,group D,master's degree,free/reduced,completed,divorced,never,no,5.0,school_bus,< 5,81,89,95
783,244536,male,group A,bachelor's degree,standard,completed,married,sometimes,no,2.0,school_bus,> 10,81,66,68
784,896980,male,group D,associate's degree,free/reduced,completed,single,sometimes,yes,0.0,private,5 - 10,58,54,59
785,369003,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,43,53,46
786,672595,male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10,46,47,44
787,410021,female,group D,some high school,free/reduced,completed,single,,yes,3.0,school_bus,< 5,59,81,77
788,601644,female,group C,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,82,97,92
789,677579,male,group C,associate's degree,standard,none,single,regularly,no,1.0,private,< 5,78,62,67
790,296280,female,group E,high school,standard,,single,sometimes,no,1.0,private,> 10,67,64,61
791,402348,male,group E,high school,free/reduced,completed,,sometimes,yes,0.0,school_bus,< 5,88,81,79
792,693683,male,group D,high school,free/reduced,none,divorced,never,no,1.0,private,5 - 10,50,51,44
793,261881,female,group B,some college,free/reduced,none,married,regularly,no,1.0,,5 - 10,60,66,76
794,406360,female,group B,some high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,74,87,91
795,798500,male,group B,associate's degree,free/reduced,none,married,sometimes,no,3.0,private,> 10,82,75,76
796,614413,female,group B,some high school,free/reduced,none,single,sometimes,yes,3.0,,< 5,53,69,67
797,227237,female,group C,some high school,standard,completed,married,never,yes,1.0,school_bus,< 5,44,64,52
798,696744,male,group C,high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,61,51,49
800,508150,male,group A,some high school,standard,completed,married,sometimes,yes,1.0,private,< 5,62,61,56
801,717911,male,group D,high school,standard,none,single,regularly,yes,3.0,private,5 - 10,47,42,36
802,738742,female,group C,bachelor's degree,standard,completed,single,regularly,no,2.0,school_bus,< 5,69,81,88
803,410910,female,group D,master's degree,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,62,66,73
804,503670,female,group D,some high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,71,72,73
805,124585,female,group B,some high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,77,89,90
806,830153,male,group C,some college,free/reduced,none,single,sometimes,yes,0.0,,< 5,48,51,41
807,631115,male,group C,associate's degree,free/reduced,completed,divorced,regularly,,1.0,school_bus,5 - 10,69,64,61
808,137711,female,group E,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,56,54,54
809,180212,male,group C,high school,free/reduced,none,married,never,yes,1.0,school_bus,> 10,71,68,61
810,713759,male,group C,,standard,completed,,regularly,yes,0.0,school_bus,5 - 10,84,88,93
811,600847,male,group C,,free/reduced,none,married,sometimes,no,4.0,school_bus,> 10,66,61,58
812,250070,female,group E,some high school,standard,none,married,sometimes,no,2.0,,< 5,66,74,70
813,375572,male,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,40,44,40
814,432832,female,group C,some college,standard,none,single,sometimes,yes,2.0,school_bus,> 10,59,75,78
815,601423,female,group B,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,62,72,76
816,259982,male,group D,some high school,standard,none,married,regularly,yes,2.0,private,< 5,79,64,64
817,905131,male,group C,high school,free/reduced,none,married,sometimes,,3.0,private,< 5,45,42,42
818,496741,female,group D,associate's degree,free/reduced,completed,married,regularly,no,1.0,private,5 - 10,76,77,85
819,414444,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,5.0,private,5 - 10,30,49,56
820,224921,female,group B,high school,standard,completed,married,sometimes,yes,2.0,private,> 10,53,60,62
821,685183,female,group B,,standard,none,married,regularly,no,2.0,private,,94,93,91
822,674116,female,group E,some high school,standard,none,married,sometimes,no,2.0,,< 5,91,92,88
823,821422,male,group B,some high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,48,47,48
824,866005,female,group B,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,50,54,58
825,767652,male,group C,bachelor's degree,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10,67,58,63
826,576863,male,group C,high school,free/reduced,completed,divorced,never,yes,1.0,private,< 5,29,33,30
827,682878,female,group B,master's degree,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,75,83,87
829,912055,female,,some college,standard,completed,single,regularly,yes,4.0,school_bus,< 5,68,86,88
830,124689,female,group C,bachelor's degree,free/reduced,completed,married,never,yes,4.0,school_bus,5 - 10,78,97,94
831,489387,female,group C,some college,standard,none,single,sometimes,no,2.0,school_bus,< 5,50,56,55
832,443533,female,group D,bachelor's degree,free/reduced,completed,married,,yes,5.0,private,5 - 10,71,79,82
