,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
11217,male,1,5,standard,0,1,1,1,0.0,2,1,88,95,93,0.0,1.0,0.0,1.0
11218,male,2,2,free/reduced,0,1,1,1,2.0,0,2,72,57,57,0.0,1.0,1.0,0.0
11219,female,4,5,standard,1,1,2,0,2.0,1,0,85,91,83,1.0,0.0,0.0,1.0
11220,male,2,5,standard,1,2,0,0,2.0,0,0,61,60,57,0.0,1.0,0.0,1.0
11221,female,2,6,standard,1,2,1,1,3.0,1,0,51,56,58,1.0,0.0,0.0,1.0
11222,male,2,0,standard,1,1,1,0,1.0,1,0,100,89,86,0.0,1.0,0.0,1.0
11223,male,0,5,free/reduced,0,1,2,1,1.0,0,0,49,59,53,0.0,1.0,1.0,0.0
11224,female,4,0,standard,0,1,2,1,2.0,1,0,79,82,86,1.0,0.0,0.0,1.0
11225,male,2,3,free/reduced,0,1,2,1,1.0,1,0,81,76,73,0.0,1.0,1.0,0.0
11226,female,1,4,free/reduced,1,1,2,1,5.0,1,0,64,90,80,1.0,0.0,1.0,0.0
11227,female,4,5,standard,1,1,2,1,2.0,0,2,79,79,79,1.0,0.0,0.0,1.0
11228,male,0,5,standard,0,2,1,1,1.0,0,2,83,75,77,0.0,1.0,0.0,1.0
11229,female,4,2,free/reduced,1,1,0,0,1.0,1,0,58,60,59,1.0,0.0,1.0,0.0
11230,male,3,0,free/reduced,1,1,2,1,7.0,2,0,65,62,58,0.0,1.0,1.0,0.0
11231,female,2,6,standard,1,0,2,1,5.0,0,1,77,82,78,1.0,0.0,0.0,1.0
11232,female,2,0,standard,0,1,2,1,2.0,1,0,52,78,75,1.0,0.0,0.0,1.0
11233,female,3,5,free/reduced,0,3,2,0,2.0,0,0,42,58,51,1.0,0.0,1.0,0.0
11234,male,3,5,standard,0,2,1,1,1.0,0,0,82,77,85,0.0,1.0,0.0,1.0
11235,female,2,2,free/reduced,0,1,1,1,6.0,1,0,49,66,66,1.0,0.0,1.0,0.0
11236,female,3,2,standard,1,0,1,1,3.0,0,0,41,43,47,1.0,0.0,0.0,1.0
11237,female,2,6,standard,1,0,2,1,3.0,2,1,49,62,57,1.0,0.0,0.0,1.0
11238,male,4,5,standard,1,1,2,1,3.0,1,2,70,64,57,0.0,1.0,0.0,1.0
11239,male,1,6,standard,1,1,1,1,4.0,1,0,65,54,59,0.0,1.0,0.0,1.0
11240,male,3,5,standard,0,1,1,1,0.0,0,0,81,69,71,0.0,1.0,0.0,1.0
11241,female,3,1,free/reduced,1,2,1,1,0.0,1,0,51,58,59,1.0,0.0,1.0,0.0
11242,female,2,0,standard,1,1,2,1,4.0,1,2,50,59,58,1.0,0.0,0.0,1.0
11243,female,0,4,standard,1,1,1,1,5.0,0,0,44,59,52,1.0,0.0,0.0,1.0
11244,male,3,5,free/reduced,1,1,1,1,0.0,0,0,51,42,39,0.0,1.0,1.0,0.0
11245,female,3,6,standard,1,1,1,1,2.0,0,0,74,82,76,1.0,0.0,0.0,1.0
11246,male,2,1,standard,1,1,1,0,1.0,0,1,53,45,49,0.0,1.0,0.0,1.0
11247,female,4,6,free/reduced,1,1,2,0,2.0,1,0,37,44,40,1.0,0.0,1.0,0.0
11248,male,1,6,standard,0,2,2,1,0.0,0,0,65,71,61,0.0,1.0,0.0,1.0
11249,female,3,0,standard,0,2,1,1,2.0,1,1,87,99,100,1.0,0.0,0.0,1.0
11250,female,2,6,free/reduced,1,1,1,1,0.0,2,0,42,44,42,1.0,0.0,1.0,0.0
11251,female,2,2,standard,1,1,1,0,4.0,1,0,63,72,67,1.0,0.0,0.0,1.0
11252,male,1,5,standard,1,2,0,0,4.0,1,0,84,84,75,0.0,1.0,0.0,1.0
11253,male,1,5,standard,0,1,2,1,2.0,1,2,100,95,91,0.0,1.0,0.0,1.0
11254,female,1,0,free/reduced,1,1,1,1,5.0,1,0,40,50,53,1.0,0.0,1.0,0.0
11255,female,4,2,standard,0,1,0,1,3.0,1,0,78,75,85,1.0,0.0,0.0,1.0
11256,female,2,6,standard,1,1,2,0,3.0,0,0,48,59,50,1.0,0.0,0.0,1.0
11257,male,2,4,standard,1,2,2,1,4.0,1,0,88,84,80,0.0,1.0,0.0,1.0
11258,female,0,5,standard,1,1,2,1,2.0,0,2,39,58,60,1.0,0.0,0.0,1.0
11259,female,2,5,standard,1,1,2,1,2.0,1,0,77,95,87,1.0,0.0,0.0,1.0
11260,female,1,0,standard,0,3,1,1,1.0,1,1,73,72,77,1.0,0.0,0.0,1.0
11261,male,3,0,standard,1,1,2,1,4.0,1,1,69,59,69,0.0,1.0,0.0,1.0
11262,male,2,5,free/reduced,0,1,2,1,5.0,2,0,38,37,43,0.0,1.0,1.0,0.0
11263,male,4,4,free/reduced,1,2,0,1,4.0,0,0,79,62,67,0.0,1.0,1.0,0.0
11264,male,4,2,free/reduced,1,1,1,0,1.0,1,0,64,64,59,0.0,1.0,1.0,0.0
11265,female,4,2,standard,0,1,1,1,3.0,1,1,73,82,84,1.0,0.0,0.0,1.0
11266,male,1,2,free/reduced,1,1,2,1,2.0,1,0,60,52,57,0.0,1.0,1.0,0.0
11267,female,0,3,free/reduced,0,1,2,1,2.0,0,2,81,100,100,1.0,0.0,1.0,0.0
11268,female,1,2,standard,1,1,1,1,3.0,1,2,60,62,67,1.0,0.0,0.0,1.0
11269,male,4,0,free/reduced,1,0,1,1,1.0,0,0,78,75,69,0.0,1.0,1.0,0.0
11270,female,1,6,standard,1,1,1,1,1.0,1,0,63,63,63,1.0,0.0,0.0,1.0
11271,male,2,0,free/reduced,0,1,2,1,0.0,2,0,59,63,57,0.0,1.0,1.0,0.0
11272,male,3,3,standard,0,0,1,0,2.0,0,0,73,83,85,0.0,1.0,0.0,1.0
11273,female,2,0,standard,1,1,0,1,0.0,1,0,61,79,71,1.0,0.0,0.0,1.0
11274,female,3,5,standard,1,1,0,1,1.0,1,0,81,85,88,1.0,0.0,0.0,1.0
11275,female,3,5,free/reduced,1,1,2,0,1.0,1,2,70,78,80,1.0,0.0,1.0,0.0
11276,male,0,3,standard,1,1,2,0,1.0,0,1,81,76,74,0.0,1.0,0.0,1.0
11277,female,2,1,free/reduced,0,1,2,1,2.0,1,1,54,69,75,1.0,0.0,1.0,0.0
11278,male,2,2,standard,1,1,1,1,3.0,0,1,55,57,52,0.0,1.0,0.0,1.0
11279,male,3,4,standard,1,1,2,1,3.0,1,0,95,90,91,0.0,1.0,0.0,1.0
11280,male,4,6,standard,1,1,1,1,0.0,1,0,89,78,71,0.0,1.0,0.0,1.0
11281,male,3,6,standard,0,2,2,1,0.0,1,2,53,44,57,0.0,1.0,0.0,1.0
11282,female,4,6,standard,1,1,0,1,0.0,1,0,64,75,74,1.0,0.0,0.0,1.0
11283,female,3,3,free/reduced,1,1,2,1,1.0,1,2,56,61,67,1.0,0.0,1.0,0.0
11284,female,2,0,standard,1,2,1,0,4.0,2,1,68,85,89,1.0,0.0,0.0,1.0
11285,female,1,5,free/reduced,1,0,1,0,2.0,0,1,43,62,57,1.0,0.0,1.0,0.0
11286,male,3,1,standard,0,1,0,0,2.0,0,1,90,81,85,0.0,1.0,0.0,1.0
11287,male,3,2,free/reduced,1,1,1,1,1.0,1,0,64,57,60,0.0,1.0,1.0,0.0
11288,male,0,4,standard,1,1,1,1,2.0,0,0,67,73,67,0.0,1.0,0.0,1.0
11289,female,4,2,standard,1,1,1,1,3.0,1,0,80,85,90,1.0,0.0,0.0,1.0
11290,male,3,5,standard,1,1,1,1,2.0,0,1,85,80,78,0.0,1.0,0.0,1.0
11291,female,2,1,free/reduced,1,2,1,1,3.0,0,0,62,73,77,1.0,0.0,1.0,0.0
11292,male,3,4,standard,0,2,0,0,2.0,1,0,62,60,63,0.0,1.0,0.0,1.0
11293,male,3,6,free/reduced,1,0,2,1,4.0,1,0,44,36,31,0.0,1.0,1.0,0.0
11294,female,3,6,standard,1,1,2,1,0.0,0,0,68,78,77,1.0,0.0,0.0,1.0
11295,male,2,2,standard,0,1,2,0,2.0,2,0,71,67,61,0.0,1.0,0.0,1.0
11296,male,1,4,standard,1,2,0,0,2.0,0,1,66,65,64,0.0,1.0,0.0,1.0
11297,male,2,4,free/reduced,1,0,0,0,1.0,0,1,34,26,28,0.0,1.0,1.0,0.0
11298,male,2,6,free/reduced,0,1,2,0,3.0,1,0,51,63,55,0.0,1.0,1.0,0.0
11299,male,2,4,standard,1,1,1,0,3.0,1,1,60,63,58,0.0,1.0,0.0,1.0
11300,male,4,2,standard,1,1,2,1,1.0,0,0,75,80,67,0.0,1.0,0.0,1.0
11301,male,1,2,standard,1,2,1,0,1.0,1,2,61,62,49,0.0,1.0,0.0,1.0
11302,male,2,4,standard,1,2,1,0,2.0,0,0,62,59,59,0.0,1.0,0.0,1.0
11303,female,2,0,standard,1,1,2,1,3.0,1,2,71,82,75,1.0,0.0,0.0,1.0
11304,female,1,0,free/reduced,0,1,1,0,2.0,1,0,44,60,63,1.0,0.0,1.0,0.0
11305,female,3,2,free/reduced,1,2,2,1,2.0,1,0,38,56,57,1.0,0.0,1.0,0.0
11306,female,3,0,standard,1,1,1,0,5.0,1,1,62,67,71,1.0,0.0,0.0,1.0
11307,male,0,1,standard,1,2,0,1,2.0,0,1,91,87,79,0.0,1.0,0.0,1.0
11308,male,0,5,standard,1,1,0,0,2.0,1,0,56,62,61,0.0,1.0,0.0,1.0
11309,male,1,5,standard,1,1,1,1,4.0,1,2,85,81,79,0.0,1.0,0.0,1.0
11310,male,3,2,standard,0,1,1,1,1.0,1,0,76,70,74,0.0,1.0,0.0,1.0
11311,male,0,5,free/reduced,1,2,1,1,0.0,1,0,85,74,73,0.0,1.0,1.0,0.0
11312,male,2,0,standard,0,1,2,0,2.0,1,0,82,67,67,0.0,1.0,0.0,1.0
11313,male,2,0,standard,1,1,0,1,3.0,1,0,66,64,58,0.0,1.0,0.0,1.0
11314,female,2,0,free/reduced,1,1,1,1,3.0,1,1,74,82,77,1.0,0.0,1.0,0.0
11315,male,3,1,standard,1,0,2,1,2.0,1,2,100,87,93,0.0,1.0,0.0,1.0
11316,female,2,6,free/reduced,1,1,2,0,2.0,1,0,41,54,53,1.0,0.0,1.0,0.0
11317,male,4,2,standard,0,1,0,1,2.0,1,0,96,98,96,0.0,1.0,0.0,1.0
11318,female,1,3,free/reduced,1,2,1,0,3.0,1,1,41,49,43,1.0,0.0,1.0,0.0
11319,male,3,2,free/reduced,1,1,2,1,5.0,0,0,68,65,65,0.0,1.0,1.0,0.0
11320,male,2,0,standard,1,2,1,1,0.0,0,1,55,65,62,0.0,1.0,0.0,1.0
11321,male,3,0,standard,1,1,0,1,2.0,1,0,61,58,59,0.0,1.0,0.0,1.0
11322,female,4,5,standard,1,1,2,1,1.0,1,0,66,69,66,1.0,0.0,0.0,1.0
11323,female,3,6,standard,0,1,2,1,1.0,1,2,88,100,100,1.0,0.0,0.0,1.0
11324,female,1,0,free/reduced,0,2,1,0,2.0,1,1,64,74,73,1.0,0.0,1.0,0.0
11325,male,4,1,free/reduced,1,2,2,1,3.0,2,2,93,75,74,0.0,1.0,1.0,0.0
11326,female,1,4,free/reduced,1,2,2,1,5.0,1,1,48,62,51,1.0,0.0,1.0,0.0
11327,female,2,4,standard,1,2,1,0,4.0,0,1,55,63,63,1.0,0.0,0.0,1.0
11328,male,0,1,free/reduced,1,0,2,0,2.0,0,0,27,32,26,0.0,1.0,1.0,0.0
11329,female,0,3,standard,0,1,1,0,2.0,2,1,85,82,92,1.0,0.0,0.0,1.0
11330,male,2,5,standard,1,2,1,1,1.0,0,0,86,82,74,0.0,1.0,0.0,1.0
11331,male,2,5,standard,0,1,2,0,2.0,1,1,89,91,94,0.0,1.0,0.0,1.0
11332,female,0,0,free/reduced,1,1,1,1,2.0,1,0,67,71,66,1.0,0.0,1.0,0.0
11333,male,0,5,standard,0,1,2,1,0.0,0,0,70,62,56,0.0,1.0,0.0,1.0
11334,female,2,1,standard,1,2,2,0,2.0,1,0,71,80,82,1.0,0.0,0.0,1.0
11335,male,3,3,standard,1,1,2,1,1.0,1,0,100,92,90,0.0,1.0,0.0,1.0
11336,male,2,2,standard,0,1,2,1,2.0,1,0,54,56,54,0.0,1.0,0.0,1.0
11337,female,1,3,free/reduced,1,1,0,1,2.0,0,0,60,74,70,1.0,0.0,1.0,0.0
11338,male,3,0,free/reduced,0,2,0,1,1.0,0,1,56,65,60,0.0,1.0,1.0,0.0
11339,female,2,1,standard,1,2,2,0,2.0,2,2,70,82,76,1.0,0.0,0.0,1.0
11340,female,0,1,free/reduced,0,2,1,1,1.0,1,0,52,74,72,1.0,0.0,1.0,0.0
11341,male,1,6,free/reduced,1,1,1,1,3.0,1,1,41,46,35,0.0,1.0,1.0,0.0
11342,male,2,6,standard,0,1,2,0,2.0,0,2,43,35,34,0.0,1.0,0.0,1.0
11343,male,4,6,free/reduced,1,2,2,1,2.0,0,2,74,64,61,0.0,1.0,1.0,0.0
11344,female,3,2,standard,1,2,1,0,3.0,1,0,57,63,58,1.0,0.0,0.0,1.0
11345,female,2,1,free/reduced,1,0,2,0,3.0,2,2,61,73,72,1.0,0.0,1.0,0.0
11346,male,2,0,free/reduced,1,0,1,0,1.0,1,0,30,47,39,0.0,1.0,1.0,0.0
11347,male,0,6,standard,1,1,1,1,2.0,1,0,56,56,46,0.0,1.0,0.0,1.0
11348,female,3,0,standard,1,0,1,1,4.0,0,1,60,69,70,1.0,0.0,0.0,1.0
11349,female,1,2,free/reduced,0,1,1,1,1.0,1,1,85,96,92,1.0,0.0,1.0,0.0
11350,female,3,4,standard,0,1,2,1,0.0,0,2,53,64,69,1.0,0.0,0.0,1.0
11351,female,1,2,standard,0,2,0,1,2.0,0,2,68,88,85,1.0,0.0,0.0,1.0
11352,male,3,0,standard,0,1,2,1,2.0,1,1,66,73,77,0.0,1.0,0.0,1.0
11353,female,0,5,standard,1,0,2,0,1.0,0,0,62,65,69,1.0,0.0,0.0,1.0
11354,female,2,2,free/reduced,1,1,2,1,1.0,1,0,47,57,50,1.0,0.0,1.0,0.0
11355,male,2,5,standard,1,1,0,1,0.0,1,0,56,49,45,0.0,1.0,0.0,1.0
11356,female,1,5,standard,1,1,1,0,1.0,0,1,63,66,75,1.0,0.0,0.0,1.0
11357,female,2,4,standard,1,1,2,0,2.0,2,2,69,61,69,1.0,0.0,0.0,1.0
11358,female,3,6,standard,1,1,1,0,2.0,1,0,65,78,84,1.0,0.0,0.0,1.0
11359,male,1,0,free/reduced,1,0,1,1,2.0,0,0,47,36,38,0.0,1.0,1.0,0.0
11360,male,3,2,free/reduced,1,2,0,0,3.0,2,0,62,61,56,0.0,1.0,1.0,0.0
11361,male,4,5,free/reduced,1,2,2,1,2.0,0,1,85,85,78,0.0,1.0,1.0,0.0
11362,male,4,2,standard,0,0,1,1,2.0,1,2,80,71,76,0.0,1.0,0.0,1.0
11363,female,3,5,standard,1,0,1,1,3.0,1,2,79,77,81,1.0,0.0,0.0,1.0
11364,female,4,5,standard,1,0,2,1,5.0,1,0,78,77,72,1.0,0.0,0.0,1.0
11365,female,3,2,standard,1,1,2,0,1.0,0,0,58,63,62,1.0,0.0,0.0,1.0
11366,female,0,2,standard,1,2,2,0,3.0,1,1,50,66,66,1.0,0.0,0.0,1.0
11367,female,1,0,standard,1,0,2,1,4.0,2,1,50,64,60,1.0,0.0,0.0,1.0
11368,male,3,6,standard,0,2,2,0,2.0,0,0,79,77,82,0.0,1.0,0.0,1.0
11369,female,4,0,standard,0,2,0,1,2.0,2,0,93,89,97,1.0,0.0,0.0,1.0
11370,female,2,6,standard,1,1,2,0,3.0,1,1,78,80,78,1.0,0.0,0.0,1.0
11371,female,2,5,standard,0,0,2,1,1.0,0,2,52,64,65,1.0,0.0,0.0,1.0
11372,female,1,0,free/reduced,1,1,1,1,1.0,1,0,66,79,76,1.0,0.0,1.0,0.0
11373,male,3,5,standard,1,1,2,1,3.0,1,0,79,78,79,0.0,1.0,0.0,1.0
11374,female,4,6,standard,0,1,0,0,2.0,2,0,79,86,94,1.0,0.0,0.0,1.0
11375,male,2,4,standard,1,2,1,1,1.0,1,0,39,45,46,0.0,1.0,0.0,1.0
11376,male,3,2,standard,1,0,2,1,2.0,1,0,65,56,52,0.0,1.0,0.0,1.0
11377,male,4,0,standard,1,0,2,1,0.0,0,2,73,57,58,0.0,1.0,0.0,1.0
11378,male,1,6,standard,1,1,2,0,5.0,0,2,60,54,55,0.0,1.0,0.0,1.0
11379,female,3,0,standard,1,1,1,1,3.0,1,1,71,84,83,1.0,0.0,0.0,1.0
11380,female,2,2,standard,1,0,2,0,3.0,0,1,48,60,54,1.0,0.0,0.0,1.0
11381,male,3,5,standard,1,0,0,0,2.0,0,0,90,70,75,0.0,1.0,0.0,1.0
11382,female,1,6,standard,0,1,0,1,3.0,1,1,65,73,78,1.0,0.0,0.0,1.0
11383,female,4,1,standard,1,1,2,1,2.0,1,0,79,79,80,1.0,0.0,0.0,1.0
11384,male,1,6,free/reduced,1,1,1,1,2.0,0,2,49,46,41,0.0,1.0,1.0,0.0
11385,male,2,3,free/reduced,1,0,2,1,3.0,1,0,69,83,72,0.0,1.0,1.0,0.0
11386,female,4,0,standard,1,1,2,1,6.0,2,0,75,72,74,1.0,0.0,0.0,1.0
11387,female,1,2,standard,1,2,1,0,2.0,2,2,56,63,65,1.0,0.0,0.0,1.0
11388,female,2,6,standard,1,1,2,1,2.0,0,1,46,40,43,1.0,0.0,0.0,1.0
11389,male,2,6,free/reduced,0,2,0,1,1.0,1,2,76,79,77,0.0,1.0,1.0,0.0
11390,male,2,0,standard,1,1,0,1,2.0,0,0,67,71,74,0.0,1.0,0.0,1.0
11391,male,2,0,free/reduced,1,3,1,0,2.0,1,1,53,56,51,0.0,1.0,1.0,0.0
11392,female,4,2,standard,0,2,1,0,3.0,0,0,80,91,91,1.0,0.0,0.0,1.0
11393,female,2,0,free/reduced,1,2,1,1,0.0,1,2,73,93,83,1.0,0.0,1.0,0.0
11394,male,4,2,standard,1,1,1,1,2.0,0,0,77,64,57,0.0,1.0,0.0,1.0
11395,male,1,0,free/reduced,1,1,2,1,2.0,0,1,42,47,43,0.0,1.0,1.0,0.0
11396,female,3,5,standard,1,1,2,0,1.0,1,0,90,87,92,1.0,0.0,0.0,1.0
11397,male,3,5,standard,1,2,2,0,1.0,1,0,71,64,62,0.0,1.0,0.0,1.0
11398,male,0,6,standard,1,1,2,1,0.0,1,2,38,35,34,0.0,1.0,0.0,1.0
11399,female,1,4,free/reduced,0,2,2,1,1.0,0,2,35,41,46,1.0,0.0,1.0,0.0
11400,male,3,3,free/reduced,0,0,0,1,2.0,2,2,86,93,90,0.0,1.0,1.0,0.0
11401,female,3,1,free/reduced,0,1,2,1,1.0,1,0,64,82,78,1.0,0.0,1.0,0.0
11402,male,4,5,standard,0,2,0,1,2.0,0,0,97,83,85,0.0,1.0,0.0,1.0
11403,male,3,6,standard,1,2,2,0,1.0,0,2,60,56,51,0.0,1.0,0.0,1.0
11404,female,2,1,standard,1,0,2,1,2.0,0,0,46,65,58,1.0,0.0,0.0,1.0
11405,female,1,0,free/reduced,1,1,1,1,2.0,1,2,68,67,66,1.0,0.0,1.0,0.0
11406,female,2,6,free/reduced,0,1,2,0,2.0,0,0,56,65,69,1.0,0.0,1.0,0.0
11407,male,2,5,standard,1,1,1,1,3.0,0,1,78,84,76,0.0,1.0,0.0,1.0
11408,male,2,1,free/reduced,0,2,2,1,1.0,2,0,76,76,79,0.0,1.0,1.0,0.0
11409,male,2,0,free/reduced,0,2,2,1,3.0,1,0,85,77,80,0.0,1.0,1.0,0.0
11410,female,2,3,standard,0,1,1,0,1.0,1,0,86,98,100,1.0,0.0,0.0,1.0
11411,female,2,1,standard,1,1,1,0,1.0,1,1,68,65,72,1.0,0.0,0.0,1.0
11412,female,1,0,free/reduced,1,1,2,0,2.0,1,0,79,90,86,1.0,0.0,1.0,0.0
11413,female,3,2,standard,1,1,2,1,0.0,1,1,50,60,57,1.0,0.0,0.0,1.0
11414,male,3,0,standard,1,1,0,1,1.0,2,0,80,88,84,0.0,1.0,0.0,1.0
11415,female,2,2,standard,1,2,2,1,3.0,0,0,76,89,86,1.0,0.0,0.0,1.0
11416,male,0,2,standard,1,1,2,1,5.0,0,2,58,58,55,0.0,1.0,0.0,1.0
11417,male,1,0,standard,0,1,1,1,2.0,1,0,71,69,69,0.0,1.0,0.0,1.0
11418,female,3,5,standard,1,1,2,1,1.0,1,0,58,53,59,1.0,0.0,0.0,1.0
11419,male,3,0,standard,1,2,1,0,1.0,1,0,70,63,62,0.0,1.0,0.0,1.0
11420,male,0,0,standard,1,2,0,0,1.0,1,0,60,59,55,0.0,1.0,0.0,1.0
11421,male,1,3,standard,1,1,2,1,4.0,2,1,90,81,75,0.0,1.0,0.0,1.0
11422,female,2,2,free/reduced,1,2,2,1,3.0,0,1,36,49,47,1.0,0.0,1.0,0.0
11423,female,2,4,standard,0,2,1,0,2.0,2,1,55,71,72,1.0,0.0,0.0,1.0
11424,female,2,5,standard,0,0,0,0,2.0,0,0,76,83,80,1.0,0.0,0.0,1.0
11425,male,4,6,standard,1,1,2,1,1.0,0,0,69,67,63,0.0,1.0,0.0,1.0
11426,male,2,0,standard,1,1,0,1,5.0,0,1,54,54,47,0.0,1.0,0.0,1.0
11427,female,3,3,free/reduced,1,1,2,1,1.0,2,0,57,73,74,1.0,0.0,1.0,0.0
11428,male,1,2,standard,1,2,1,1,0.0,1,2,64,59,55,0.0,1.0,0.0,1.0
11429,male,1,6,standard,1,1,0,1,0.0,1,0,78,87,75,0.0,1.0,0.0,1.0
11430,female,4,5,free/reduced,0,1,1,0,4.0,1,2,59,56,57,1.0,0.0,1.0,0.0
11431,female,3,0,standard,0,1,2,1,3.0,1,0,79,94,89,1.0,0.0,0.0,1.0
11432,male,1,6,free/reduced,0,2,1,0,2.0,0,0,77,77,79,0.0,1.0,1.0,0.0
11433,female,2,0,standard,1,1,2,0,1.0,1,0,78,95,93,1.0,0.0,0.0,1.0
11434,male,3,0,standard,1,1,1,0,4.0,0,2,81,76,78,0.0,1.0,0.0,1.0
11435,female,3,2,free/reduced,0,1,2,0,1.0,1,0,61,65,71,1.0,0.0,1.0,0.0
11436,female,2,6,free/reduced,0,1,2,0,2.0,1,0,57,76,80,1.0,0.0,1.0,0.0
11437,female,2,2,standard,1,2,2,0,1.0,0,0,48,57,60,1.0,0.0,0.0,1.0
11438,female,0,6,standard,1,3,1,1,3.0,1,1,68,73,76,1.0,0.0,0.0,1.0
11439,male,1,6,free/reduced,1,1,2,1,4.0,0,1,67,69,65,0.0,1.0,1.0,0.0
11440,male,1,3,free/reduced,1,0,1,1,3.0,1,0,75,80,76,0.0,1.0,1.0,0.0
11441,male,2,5,standard,1,2,1,1,3.0,1,2,82,66,69,0.0,1.0,0.0,1.0
11442,female,3,4,free/reduced,1,1,2,1,4.0,0,0,54,54,57,1.0,0.0,1.0,0.0
11443,female,1,2,free/reduced,1,1,1,1,4.0,1,1,30,46,38,1.0,0.0,1.0,0.0
11444,female,3,0,free/reduced,1,1,2,1,3.0,1,1,36,64,57,1.0,0.0,1.0,0.0
11445,female,1,5,free/reduced,1,1,1,0,3.0,0,0,70,78,80,1.0,0.0,1.0,0.0
11446,female,2,0,standard,1,2,1,1,5.0,0,0,86,76,79,1.0,0.0,0.0,1.0
11447,male,3,0,standard,1,2,2,1,2.0,1,0,52,52,47,0.0,1.0,0.0,1.0
11448,male,0,3,free/reduced,1,1,1,0,3.0,0,0,49,56,53,0.0,1.0,1.0,0.0
11449,female,2,6,standard,0,2,2,1,3.0,0,0,45,43,54,1.0,0.0,0.0,1.0
11450,male,2,5,free/reduced,1,1,2,1,3.0,1,0,65,63,55,0.0,1.0,1.0,0.0
11451,female,0,0,standard,0,1,1,1,4.0,1,0,55,65,68,1.0,0.0,0.0,1.0
11452,female,1,0,free/reduced,0,1,1,1,0.0,0,1,58,70,74,1.0,0.0,1.0,0.0
11453,female,2,0,free/reduced,1,0,0,0,3.0,1,0,76,87,82,1.0,0.0,1.0,0.0
11454,female,4,6,standard,0,1,2,1,4.0,1,0,82,86,81,1.0,0.0,0.0,1.0
11455,female,3,5,free/reduced,1,0,0,1,4.0,2,1,44,65,57,1.0,0.0,1.0,0.0
11456,female,1,2,standard,0,1,0,0,1.0,1,1,61,77,74,1.0,0.0,0.0,1.0
11457,female,3,6,standard,1,1,1,1,3.0,1,0,63,62,66,1.0,0.0,0.0,1.0
11458,female,1,1,free/reduced,1,1,0,1,1.0,1,1,58,69,65,1.0,0.0,1.0,0.0
11459,male,2,1,standard,1,1,1,0,4.0,0,0,59,46,47,0.0,1.0,0.0,1.0
11460,female,4,2,standard,1,1,2,1,3.0,1,2,93,100,96,1.0,0.0,0.0,1.0
11461,female,3,3,standard,0,0,2,1,1.0,1,0,98,99,100,1.0,0.0,0.0,1.0
11462,female,3,6,standard,0,1,2,1,2.0,1,0,56,62,64,1.0,0.0,0.0,1.0
11463,male,2,0,free/reduced,1,0,2,1,5.0,1,1,66,66,62,0.0,1.0,1.0,0.0
11464,female,1,6,standard,0,1,2,1,3.0,1,1,65,81,76,1.0,0.0,0.0,1.0
11465,male,3,6,standard,1,1,2,1,3.0,0,1,82,73,81,0.0,1.0,0.0,1.0
11466,male,3,0,free/reduced,1,1,0,1,2.0,1,1,67,71,69,0.0,1.0,1.0,0.0
11467,female,0,3,standard,1,1,2,0,2.0,0,2,60,63,56,1.0,0.0,0.0,1.0
11468,male,4,2,standard,1,2,2,1,3.0,1,0,69,64,62,0.0,1.0,0.0,1.0
11469,female,2,5,free/reduced,0,2,2,1,2.0,1,1,51,72,71,1.0,0.0,1.0,0.0
11470,female,1,5,standard,0,1,0,1,4.0,1,1,78,84,90,1.0,0.0,0.0,1.0
11471,male,3,1,standard,0,1,2,1,3.0,1,0,76,54,64,0.0,1.0,0.0,1.0
11472,male,4,6,standard,1,1,2,1,1.0,1,2,72,71,65,0.0,1.0,0.0,1.0
11473,female,2,0,standard,1,2,1,0,3.0,1,1,77,86,88,1.0,0.0,0.0,1.0
11474,female,4,5,standard,1,1,1,1,3.0,1,0,76,82,80,1.0,0.0,0.0,1.0
11475,male,3,1,standard,1,1,0,1,5.0,1,2,89,89,96,0.0,1.0,0.0,1.0
11476,female,1,4,standard,0,0,1,0,2.0,1,1,84,97,98,1.0,0.0,0.0,1.0
11477,male,2,5,free/reduced,1,1,2,0,1.0,0,0,71,71,68,0.0,1.0,1.0,0.0
11478,female,2,5,standard,0,2,0,0,2.0,2,0,68,77,79,1.0,0.0,0.0,1.0
11479,female,2,2,standard,0,1,1,1,0.0,1,0,59,80,77,1.0,0.0,0.0,1.0
11480,male,3,0,standard,1,1,2,0,3.0,2,2,67,54,55,0.0,1.0,0.0,1.0
11481,female,1,0,standard,0,3,2,1,3.0,0,0,64,83,81,1.0,0.0,0.0,1.0
11482,male,1,2,free/reduced,1,1,1,1,2.0,1,0,75,74,69,0.0,1.0,1.0,0.0
11483,male,2,3,standard,1,1,2,1,4.0,1,0,69,66,67,0.0,1.0,0.0,1.0
11484,male,3,2,standard,1,1,1,1,2.0,2,1,83,68,63,0.0,1.0,0.0,1.0
11485,female,4,2,standard,1,1,1,0,1.0,0,1,85,93,89,1.0,0.0,0.0,1.0
11486,male,2,4,standard,1,1,0,1,1.0,1,0,73,70,62,0.0,1.0,0.0,1.0
11487,male,2,6,standard,0,1,1,1,3.0,0,0,96,87,83,0.0,1.0,0.0,1.0
